iso_code,country,year,co2,consumption_co2,co2_per_capita,consumption_co2_per_capita
GBR,United Kingdom,1967,592.057,,10.791,
IDN,Indonesia,2020,589.5,,2.155,
UKR,Ukraine,1992,589.06,442.708,11.457,8.61
GBR,United Kingdom,1961,588.615,,11.163,
GBR,United Kingdom,1996,588.188,676.73,10.121,11.645
GBR,United Kingdom,1960,584.02,,11.152,
AZE,Azerbaijan,2019,38.725,40.37,3.854,4.018
CAN,Canada,2003,582.344,545.761,18.494,17.332
GBR,United Kingdom,1989,581.576,,10.208,
CAN,Canada,2004,580.759,562.415,18.254,17.677
CAN,Canada,2018,579.47,580.443,15.63,15.656
CAN,Canada,2008,579.367,583.808,17.379,17.512
GBR,United Kingdom,1980,579.035,,10.301,
GBR,United Kingdom,1993,578.635,657.074,10.045,11.407
IND,India,1990,578.518,577.962,0.662,0.662
UKR,Ukraine,1975,578.272,,11.861,
IRN,Iran,2011,577.336,551.128,7.736,7.384
GBR,United Kingdom,1955,576.952,,11.299,
DEU,Germany,1951,576.866,,8.206,
GBR,United Kingdom,2001,576.314,704.555,9.748,11.916
CAN,Canada,2005,575.852,576.441,17.904,17.922
IDN,Indonesia,2017,575.176,590.179,2.173,2.23
GBR,United Kingdom,1994,574.641,650.997,9.948,11.27
BHS,Bahamas,2019,2.638,,6.772,
GBR,United Kingdom,1956,574.324,,11.203,
CAN,Canada,2013,573.699,605.516,16.254,17.155
CAN,Canada,2015,573.061,577.319,15.907,16.025
GBR,United Kingdom,2004,572.904,736.085,9.569,12.294
GBR,United Kingdom,1987,571.668,,10.09,
GBR,United Kingdom,2003,571.472,713.629,9.595,11.981
CAN,Canada,2006,571.41,566.618,17.562,17.415
GBR,United Kingdom,1957,570.714,,11.083,
CHN,China,1961,570.63,,0.85,
CAN,Canada,2014,570.563,594.693,15.998,16.675
GBR,United Kingdom,1988,570.294,,10.038,
GBR,United Kingdom,2005,569.962,726.647,9.454,12.053
CAN,Canada,2011,569.87,565.39,16.499,16.369
IRN,Iran,2010,569.772,550.817,7.724,7.467
CAN,Canada,2017,569.36,570.758,15.5,15.538
CAN,Canada,2012,569.263,602.807,16.301,17.262
GBR,United Kingdom,1986,568.554,,10.059,
GBR,United Kingdom,1998,567.6,698.025,9.701,11.93
GBR,United Kingdom,2000,567.585,695.888,9.633,11.81
GBR,United Kingdom,2006,567.572,741.896,9.332,12.198
GBR,United Kingdom,1995,566.568,646.75,9.78,11.164
CAN,Canada,2000,566.552,564.467,18.522,18.454
CAN,Canada,2002,564.669,566.2,18.111,18.16
DEU,Germany,1937,563.513,,8.092,
SAU,Saudi Arabia,2012,563.179,543.546,19.317,18.643
GBR,United Kingdom,1997,562.333,673.349,9.644,11.548
JPN,Japan,1968,561.913,,5.502,
GBR,United Kingdom,1999,561.109,685.248,9.556,11.671
IDN,Indonesia,2016,560.846,579.636,2.144,2.216
GBR,United Kingdom,1981,560.554,,9.971,
GBR,United Kingdom,2002,560.066,697.822,9.44,11.762
GBR,United Kingdom,1985,559.627,,9.92,
CAN,Canada,2016,559.567,559.431,15.38,15.376
GBR,United Kingdom,2007,559.236,749.354,9.1,12.194
CAN,Canada,2001,559.042,543.468,18.104,17.599
IRN,Iran,2009,559.025,526.849,7.666,7.225
CAN,Canada,2010,558.804,596.754,16.364,17.476
BRA,Brazil,2014,557.901,597.881,2.752,2.949
GBR,United Kingdom,1958,556.316,,10.749,
RUS,Russia,1954,555.459,,5.071,
GBR,United Kingdom,1954,553.01,,10.867,
IDN,Indonesia,2015,551.475,570.141,2.134,2.207
UKR,Ukraine,1974,550.16,,11.355,
CHN,China,1966,549.459,,0.74,
GBR,United Kingdom,1982,548.24,,9.748,
CAN,Canada,2009,546.61,561.266,16.198,16.632
GBR,United Kingdom,1959,546.606,,10.502,
GBR,United Kingdom,1983,545.485,,9.693,
USA,United States,1898,545.321,,7.2,
GBR,United Kingdom,1951,545.253,,10.775,
GBR,United Kingdom,2008,544.498,710.696,8.762,11.436
CAN,Canada,1999,543.73,543.15,17.943,17.924
IND,India,1989,541.135,,0.633,
SAU,Saudi Arabia,2013,540.805,556.731,17.996,18.526
GBR,United Kingdom,1953,540.211,,10.644,
DEU,Germany,1929,539.235,,8.189,
KOR,South Korea,2009,539.23,579.426,10.927,11.742
FRA,France,1973,537.407,,10.339,
CAN,Canada,2020,535.823,,14.197,
DEU,Germany,1913,535.083,,8.445,
IRN,Iran,2008,534.644,509.842,7.413,7.069
KOR,South Korea,2008,534.025,636.26,10.858,12.937
BRA,Brazil,2013,532.418,574.004,2.648,2.855
FRA,France,1979,530.74,,9.895,
UKR,Ukraine,1973,530.038,,11.014,
BRA,Brazil,2015,529.353,549.054,2.589,2.685
GBR,United Kingdom,1984,529.108,,9.392,
CAN,Canada,1998,528.987,545.122,17.62,18.157
GBR,United Kingdom,1952,528.706,,10.438,
FRA,France,1978,526.982,,9.864,
CHN,China,1958,524.617,,0.819,
DEU,Germany,1917,524.579,,8.378,
KOR,South Korea,2007,522.906,627.786,10.664,12.803
FRA,France,1976,521.988,,9.854,
IDN,Indonesia,2012,521.528,540.625,2.099,2.176
CAN,Canada,1997,521.278,541.321,17.526,18.2
FRA,France,1974,519.205,,9.917,
SAU,Saudi Arabia,2010,517.716,509.317,18.88,18.574
IRN,Iran,2007,512.66,497.087,7.186,6.968
FRA,France,1972,512.476,,9.937,
GBR,United Kingdom,2010,511.632,682.566,8.062,10.756
DEU,Germany,1950,510.682,,7.299,
UKR,Ukraine,1993,510.2,375.33,9.942,7.314
FRA,France,1980,509.285,,9.454,
UKR,Ukraine,1972,508.601,,10.644,
RUS,Russia,1953,508.591,,4.721,
GBR,United Kingdom,1916,507.072,,10.91,
CAN,Canada,1996,507,509.16,17.211,17.284
FRA,France,1977,505.137,,9.494,
DEU,Germany,1928,505.011,,7.721,
IDN,Indonesia,2011,504.762,505.631,2.059,2.063
KOR,South Korea,2006,504.506,605.809,10.321,12.394
IRN,Iran,2006,503.636,468.661,7.138,6.642
DEU,Germany,1918,503.423,,8.066,
ITA,Italy,2005,502.26,612.691,8.618,10.513
ZAF,South Africa,2009,502.259,350.055,9.95,6.935
ITA,Italy,2004,501.568,613.645,8.655,10.59
GBR,United Kingdom,1917,501.169,,10.737,
GBR,United Kingdom,1950,500.792,,9.894,
BRA,Brazil,2017,500.758,524.669,2.409,2.524
DEU,Germany,1916,500.697,,7.973,
USA,United States,1897,500.287,,6.735,
CHN,China,1965,500.286,,0.691,
DEU,Germany,1936,499.634,,7.226,
KOR,South Korea,2005,499.564,574.756,10.258,11.802
DEU,Germany,1912,499.121,,7.854,
IDN,Indonesia,2014,498.973,523.09,1.956,2.05
GBR,United Kingdom,1913,498.322,,10.861,
BRA,Brazil,2012,498.309,542.694,2.5,2.723
DEU,Germany,1914,497.927,,7.882,
SAU,Saudi Arabia,2011,497.659,488.538,17.605,17.283
ITA,Italy,2006,496.892,633.656,8.488,10.824
MEX,Mexico,2012,496.3,543.329,4.232,4.633
IDN,Indonesia,2013,496.074,520.215,1.97,2.066
ITA,Italy,2003,495.965,589.276,8.616,10.237
CHN,China,1968,495.507,,0.632,
ZAF,South Africa,2008,494.642,328.411,9.937,6.597
GBR,United Kingdom,2009,493.895,656.702,7.861,10.452
MEX,Mexico,2008,492.98,518.785,4.449,4.682
BRA,Brazil,2016,492.748,515.303,2.39,2.5
KOR,South Korea,2004,492.249,536.695,10.151,11.067
IND,India,1988,492.144,,0.588,
FRA,France,1971,492.108,,9.618,
CAN,Canada,1995,490.951,499.501,16.834,17.127
ITA,Italy,2007,490.603,625.318,8.351,10.644
MEX,Mexico,2013,490.13,542.862,4.125,4.568
GBR,United Kingdom,1915,489.481,,10.577,
JPN,Japan,1967,489.307,,4.853,
GBR,United Kingdom,2012,487.517,641.274,7.555,9.938
KOR,South Korea,2003,485.955,532.479,10.069,11.033
BHR,Bahrain,2019,34.439,18.954,20.984,11.549
GBR,United Kingdom,1949,485.109,,9.623,
MEX,Mexico,2011,484.165,514.398,4.185,4.446
BRA,Brazil,2018,483.685,501.642,2.309,2.395
UKR,Ukraine,1971,483.408,,10.191,
GBR,United Kingdom,1914,483.183,,10.486,
MEX,Mexico,2016,482.798,496.835,3.915,4.028
MEX,Mexico,2015,481.975,512.349,3.955,4.204
GBR,United Kingdom,1911,481.351,,10.591,
DEU,Germany,1927,481.186,,7.406,
MEX,Mexico,2014,481.129,532.36,3.998,4.423
USA,United States,1896,480.882,,6.6,
RUS,Russia,1952,480.735,,4.537,
ZAF,South Africa,2014,480.628,336.585,8.812,6.171
FRA,France,1975,480.182,,9.114,
USA,United States,1895,479.948,,6.716,
MEX,Mexico,2007,479.787,502.671,4.395,4.604
ITA,Italy,2008,478.903,623.845,8.128,10.588
CAN,Canada,1994,478.267,491.071,16.572,17.015
ITA,Italy,2002,478.005,589.937,8.359,10.317
,Kuwaiti Oil Fires,1991,477.925,,,
GBR,United Kingdom,2013,477.387,617.401,7.346,9.501
KOR,South Korea,2002,476.789,519.361,9.933,10.82
MEX,Mexico,2006,476.565,521.268,4.431,4.846
GBR,United Kingdom,1924,475.983,,10.154,
BGD,Bangladesh,2019,94.215,115.667,0.578,0.709
MEX,Mexico,2009,475.903,494.849,4.232,4.4
GBR,United Kingdom,1948,475.563,,9.471,
GBR,United Kingdom,1940,475.144,,9.767,
ZAF,South Africa,2011,473.949,331.508,9.114,6.375
GBR,United Kingdom,1907,473.568,,10.737,
DEU,Germany,1921,473.18,,7.564,
GBR,United Kingdom,1920,470.751,,9.998,
ITA,Italy,2001,470.576,573.028,8.274,10.075
ITA,Italy,2000,470.493,584.59,8.299,10.312
GBR,United Kingdom,1910,469.732,,10.399,
GBR,United Kingdom,1941,469.652,,9.612,
GBR,United Kingdom,2011,469.454,630.251,7.333,9.844
GBR,United Kingdom,1942,468.9,,9.558,
GBR,United Kingdom,1937,468.131,,9.762,
BRA,Brazil,2020,467.384,,2.199,
ZAF,South Africa,2010,466.93,329.928,9.117,6.442
GBR,United Kingdom,1918,466.849,,9.96,
GBR,United Kingdom,1927,466.735,,10.019,
ITA,Italy,1999,466.425,561.556,8.233,9.912
GBR,United Kingdom,1909,466.086,,10.391,
SAU,Saudi Arabia,2009,465.844,458.829,17.493,17.23
ZAF,South Africa,2007,464.8,329.011,9.463,6.698
ZAF,South Africa,2016,464.769,323.809,8.269,5.761
ZAF,South Africa,2017,464.199,329.676,8.142,5.783
ZAF,South Africa,2018,464.193,330.861,8.032,5.725
CAN,Canada,1993,463.993,485.595,16.253,17.01
MEX,Mexico,2005,463.993,506.494,4.377,4.778
MEX,Mexico,2010,463.783,499.076,4.065,4.374
POL,Poland,1987,463.733,,12.352,
CAN,Canada,1992,463.521,498.033,16.423,17.646
IRN,Iran,2005,463.499,433.815,6.644,6.218
POL,Poland,1980,463.329,,13.037,
DEU,Germany,1915,462.906,,7.349,
CAN,Canada,1989,462.885,,17.031,
BRA,Brazil,2011,462.58,513.674,2.342,2.601
DEU,Germany,1930,462.092,,6.97,
GBR,United Kingdom,1908,461.964,,10.381,
ITA,Italy,1998,461.946,544.987,8.141,9.604
GBR,United Kingdom,1947,461.269,,9.222,
ZAF,South Africa,2012,461.139,332.411,8.728,6.292
GBR,United Kingdom,1929,460.674,,9.916,
CHN,China,1964,460.637,,0.65,
CHN,China,1967,460.226,,0.604,
MEX,Mexico,2017,459.849,479.654,3.685,3.844
CHN,China,1962,459.618,,0.674,
FRA,France,1970,459.523,,9.052,
DEU,Germany,1911,458.586,,7.221,
DEU,Germany,1925,458.066,,7.144,
CAN,Canada,1990,458.007,485.564,16.63,17.63
FRA,France,1981,457.517,,8.454,
CHN,China,1963,456.779,,0.658,
KOR,South Korea,2001,456.245,473.804,9.564,9.932
GBR,United Kingdom,1919,456.131,,9.703,
GBR,United Kingdom,1912,455.886,,9.979,
ZAF,South Africa,2013,455.866,326.474,8.491,6.081
IND,India,1987,455.759,,0.556,
CAN,Canada,1988,455.669,,16.999,
UKR,Ukraine,1970,455.567,,9.675,
DEU,Germany,1922,455.461,,7.247,
MEX,Mexico,2018,455.308,476.304,3.608,3.774
GBR,United Kingdom,1923,454.893,,9.684,
GBR,United Kingdom,1943,454.82,,9.235,
USA,United States,1893,454.095,,6.606,
GBR,United Kingdom,1936,453.796,,9.511,
GBR,United Kingdom,1906,453.35,,10.37,
GBR,United Kingdom,1939,452.456,,9.343,
DEU,Germany,1935,452.333,,6.588,
ZAF,South Africa,2020,451.957,,7.62,
IDN,Indonesia,2010,451.931,453.822,1.869,1.877
POL,Poland,1986,451.849,,12.095,
DEU,Germany,1924,451.793,,7.094,
ZAF,South Africa,2015,450.572,321.408,8.135,5.803
USA,United States,1892,450.449,,6.681,
ITA,Italy,1995,449.826,559.313,7.868,9.783
ITA,Italy,1997,449.754,533.504,7.904,9.376
CAN,Canada,1991,449.699,484.593,16.125,17.376
GBR,United Kingdom,1925,449.657,,9.613,
ZAF,South Africa,2004,449.079,322.724,9.496,6.824
GBR,United Kingdom,1938,448.94,,9.315,
RUS,Russia,1951,448.93,,4.304,
DEU,Germany,1908,446.642,,7.196,
ZAF,South Africa,2006,446.623,326.372,9.211,6.731
DEU,Germany,1909,445.572,,7.099,
DEU,Germany,1910,445.367,,7.042,
KOR,South Korea,1997,445.188,501.095,9.637,10.847
POL,Poland,1985,444.508,,11.97,
POL,Poland,1988,444.23,,11.784,
ITA,Italy,1996,444.029,526.823,7.781,9.232
CAN,Canada,1980,442.847,,18.137,
FRA,France,1969,442.189,,8.776,
DEU,Germany,1907,442.183,,7.23,
GBR,United Kingdom,1944,442.025,,8.941,
IRN,Iran,2004,441.947,424.664,6.41,6.159
CAN,Canada,1979,441.677,,18.28,
POL,Poland,1979,441.309,,12.534,
GBR,United Kingdom,1930,441.074,,9.486,
KOR,South Korea,2000,440.531,484.018,9.298,10.216
BRA,Brazil,2010,440.269,484.973,2.25,2.478
ITA,Italy,1990,439.55,562.896,7.705,9.867
ITA,Italy,1992,439.315,608.858,7.688,10.655
ITA,Italy,1991,439.094,557.952,7.692,9.774
MEX,Mexico,2004,438.857,465.096,4.199,4.45
FRA,France,1982,438.607,,8.064,
GBR,United Kingdom,2014,438.541,590.648,6.703,9.028
MEX,Mexico,2003,437.758,472.232,4.247,4.581
GBR,United Kingdom,1905,437.672,,10.101,
GBR,United Kingdom,1928,437.64,,9.414,
ITA,Italy,2010,436.154,579.319,7.352,9.765
GBR,United Kingdom,1946,436.128,,8.753,
BRB,Barbados,2019,1.215,,4.234,
UKR,Ukraine,1969,433.109,,9.264,
POL,Poland,1984,432.467,,11.731,
SAU,Saudi Arabia,2008,432.336,416.377,16.7,16.084
DEU,Germany,1949,432.148,,6.183,
GBR,United Kingdom,1904,431.993,,10.059,
ITA,Italy,1993,431.605,556.752,7.546,9.734
SAU,Saudi Arabia,2006,431.292,407.771,17.605,16.645
CAN,Canada,1987,430.982,,16.305,
POL,Poland,1978,430.87,,12.351,
GBR,United Kingdom,1903,429.985,,10.101,
CAN,Canada,1981,429.63,,17.416,
DEU,Germany,1920,429.208,,6.88,
GBR,United Kingdom,1935,429.107,,9.038,
GBR,United Kingdom,1922,428.223,,9.098,
USA,United States,1891,427.425,,6.468,
IND,India,1986,426.699,,0.532,
GBR,United Kingdom,1902,426.64,,10.112,
ITA,Italy,1994,425.797,539.553,7.442,9.43
TUR,Turkey,2017,425.329,444.014,5.243,5.474
CAN,Canada,1984,425.233,,16.712,
USA,United States,1894,425.05,,6.064,
ITA,Italy,2009,424.739,550.156,7.186,9.308
ITA,Italy,2011,424.278,579.179,7.12,9.72
GBR,United Kingdom,1934,423.204,,8.959,
GBR,United Kingdom,2015,422.34,571.376,6.413,8.676
POL,Poland,1989,422.175,,11.159,
CAN,Canada,1985,421.719,,16.381,
FRA,France,1983,421.557,,7.71,
KOR,South Korea,1996,421.095,493.36,9.204,10.784
POL,Poland,1983,421.024,,11.517,
POL,Poland,1982,420.97,,11.622,
GBR,United Kingdom,1900,419.741,,10.131,
TUR,Turkey,2018,419.437,427.425,5.094,5.191
UKR,Ukraine,1994,419.266,276.328,8.197,5.402
JPN,Japan,1966,419.245,,4.21,
POL,Poland,1977,417.955,,12.09,
GBR,United Kingdom,1945,417.624,,8.414,
FRA,France,1991,417.134,502.644,7.329,8.832
FRA,France,1968,416.951,,8.335,
AUS,Australia,2018,416.001,378.525,16.708,15.203
AUS,Australia,2016,415.945,389.167,17.143,16.04
ZAF,South Africa,2005,415.925,301.81,8.687,6.303
UKR,Ukraine,1968,415.91,,8.961,
CAN,Canada,1978,415.529,,17.385,
FRA,France,2005,415.518,542.194,6.798,8.871
AUS,Australia,2017,414.751,388.002,16.87,15.782
GBR,United Kingdom,1899,414.552,,10.098,
BLR,Belarus,2019,61.022,63.509,6.456,6.719
CAN,Canada,1982,414.455,,16.634,
RUS,Russia,1950,414.228,,4.029,
FRA,France,1998,413.906,511.276,7.082,8.748
IRN,Iran,2003,413.665,404.032,6.072,5.931
DEU,Germany,1926,413.237,,6.402,
FRA,France,2004,413.149,545.79,6.807,8.992
BRA,Brazil,2008,412.638,442.618,2.149,2.305
GBR,United Kingdom,1931,412.212,,8.846,
MEX,Mexico,2002,411.968,449.677,4.051,4.422
FRA,France,2003,411.946,519.83,6.837,8.628
BEL,Belgium,2019,99.746,171.538,8.644,14.866
FRA,France,1999,411.544,512.218,7.01,8.725
KOR,South Korea,1999,410.996,435.152,8.741,9.255
GBR,United Kingdom,1901,410.701,,9.822,
MEX,Mexico,2001,410.698,446.322,4.095,4.45
FRA,France,2001,410.533,517.503,6.913,8.714
FRA,France,1984,410.104,,7.461,
AUS,Australia,2008,409.653,367.687,19.203,17.236
POL,Poland,1981,408.997,,11.4,
DEU,Germany,1934,408.62,,5.993,
CAN,Canada,1983,408.339,,16.222,
CAN,Canada,1977,407.79,,17.254,
FRA,France,1992,406.979,541.198,7.122,9.47
FRA,France,2002,406.01,518.357,6.789,8.668
FRA,France,2000,405.901,520.98,6.878,8.828
FRA,France,2006,405.761,531.674,6.597,8.644
AUS,Australia,2011,405.344,392.871,17.985,17.432
ITA,Italy,1989,404.742,,7.097,
CAN,Canada,1986,404.708,,15.521,
UKR,Ukraine,1967,404.61,,8.784,
AUS,Australia,2010,404.533,383.453,18.26,17.308
ZAF,South Africa,2003,404.173,279.9,8.651,5.991
ITA,Italy,2012,403.447,521.983,6.738,8.717
FRA,France,1967,403.416,,8.125,
AUS,Australia,2015,403.279,397.299,16.851,16.601
FRA,France,1985,403.207,,7.297,
AUS,Australia,2012,402.666,410.296,17.581,17.914
FRA,France,1996,402.403,503.925,6.936,8.687
IDN,Indonesia,2009,401.957,403.929,1.684,1.693
AUS,Australia,2007,401.926,372.622,19.216,17.815
USA,United States,1890,401.747,,6.208,
AUS,Australia,2009,401.321,384.061,18.451,17.657
TUR,Turkey,2016,401.24,428.779,5.026,5.371
BLZ,Belize,2019,0.658,,1.687,
GBR,United Kingdom,2016,399.337,543.496,6.023,8.198
AUS,Australia,2014,399.254,396.51,16.92,16.804
CAN,Canada,1976,398.962,,17.083,
POL,Poland,1976,398.119,,11.618,
IND,India,1985,397.953,,0.507,
IRN,Iran,2002,397.625,340.69,5.91,5.063
AUS,Australia,2006,397.295,361.562,19.355,17.615
CAN,Canada,1975,396.787,,17.207,
FRA,France,1989,396.782,,7.035,
MEX,Mexico,2000,396.066,435.691,4.005,4.405
GBR,United Kingdom,1932,395.9,,8.466,
SAU,Saudi Arabia,2005,395.855,358.511,16.621,15.053
FRA,France,2007,395.428,549.745,6.391,8.886
FRA,France,1997,395.245,490.153,6.789,8.419
IRN,Iran,2001,394.759,347.966,5.941,5.237
SAU,Saudi Arabia,2004,394.585,354.66,17.058,15.332
AUS,Australia,2013,393.171,387.665,16.907,16.67
FRA,France,1990,392.998,490.807,6.935,8.661
TUR,Turkey,2020,392.794,,4.657,
GBR,United Kingdom,1933,392.155,,8.343,
AUS,Australia,2020,391.892,,15.368,
BRA,Brazil,2007,390.573,397.853,2.054,2.092
MEX,Mexico,1999,390.516,411.545,4.006,4.222
UKR,Ukraine,1995,389.865,221.766,7.659,4.357
BRA,Brazil,2009,389.775,407.131,2.01,2.1
CAN,Canada,1974,389.617,,17.129,
MEX,Mexico,1998,388.357,403.819,4.043,4.204
FRA,France,1986,388.262,,6.99,
IDN,Indonesia,2007,388.255,370.245,1.671,1.593
FRA,France,2008,387.992,538.529,6.237,8.657
FRA,France,1993,387.667,501.289,6.757,8.738
AUS,Australia,2005,387.602,342.612,19.209,16.979
GBR,United Kingdom,2017,387.565,536.924,5.808,8.046
DEU,Germany,1919,387.428,,6.215,
UKR,Ukraine,1966,387.013,,8.471,
GBR,United Kingdom,1898,386.878,,9.513,
AUS,Australia,2004,386.766,347.394,19.455,17.475
SAU,Saudi Arabia,2007,386.507,374.058,15.347,14.853
JPN,Japan,1965,386.471,,3.926,
ITA,Italy,1980,386.433,,6.858,
FRA,France,1995,385.975,499.167,6.678,8.636
GBR,United Kingdom,1897,385.969,,9.581,
DEU,Germany,1931,385.965,,5.782,
ITA,Italy,1988,385.962,,6.769,
ZAF,South Africa,1997,385.46,267.17,8.967,6.215
FRA,France,1987,385.362,,6.902,
ITA,Italy,1979,385.256,,6.858,
KOR,South Korea,1995,383.696,451.983,8.472,9.979
FRA,France,1988,382.765,,6.82,
DEU,Germany,1905,382.324,,6.439,
GBR,United Kingdom,2018,381.89,539.458,5.688,8.035
TUR,Turkey,2015,381.332,412.127,4.856,5.248
CAN,Canada,1973,381.273,,17.01,
FRA,France,1994,381.026,489.61,6.616,8.502
CAN,Canada,1972,380.792,,17.252,
ITA,Italy,1987,380.099,,6.668,
IRN,Iran,1999,379.501,329.986,5.856,5.092
FRA,France,1966,379.107,,7.7,
KOR,South Korea,1998,378.444,361.4,8.118,7.752
ZAF,South Africa,2000,378.255,278.127,8.412,6.185
DEU,Germany,1948,377.816,,5.403,
BEN,Benin,2019,7.315,9.318,0.62,0.79
POL,Poland,1996,377.563,328.567,9.804,8.532
,Asia,1830,0.002,,0,
,Asia,1831,0.003,,0,
,Asia,1832,0.002,,0,
,Asia,1833,0.002,,0,
,Asia,1834,,,,
,Asia,1835,,,,
,Asia,1836,,,,
,Asia,1837,,,,
,Asia,1838,,,,
,Asia,1839,,,,
,Asia,1840,,,,
,Asia,1841,,,,
,Asia,1842,,,,
,Asia,1843,,,,
,Asia,1844,,,,
,Asia,1845,,,,
,Asia,1846,,,,
,Asia,1847,,,,
,Asia,1848,,,,
,Asia,1849,,,,
,Asia,1850,0.015,,0.002,
,Asia,1851,,,,
,Asia,1852,,,,
,Asia,1853,,,,
,Asia,1854,,,,
,Asia,1855,0.045,,0.004,
,Asia,1856,,,,
,Asia,1857,,,,
,Asia,1858,0.458,,0.002,
,Asia,1859,0.704,,0.003,
,Asia,1860,0.733,,0.003,
,Asia,1861,0.611,,0.002,
,Asia,1862,0.653,,0.002,
,Asia,1863,0.717,,0.003,
,Asia,1864,0.697,,0.003,
,Asia,1865,0.832,,0.003,
,Asia,1866,1.21,,0.004,
,Asia,1867,0.641,,0.027,
,Asia,1868,0.531,,0.009,
,Asia,1869,0.752,,0.013,
,Asia,1870,0.682,,0.012,
,Asia,1871,0.907,,0.016,
,Asia,1872,0.98,,0.017,
,Asia,1873,0.937,,0.016,
,Asia,1874,1.642,,0.027,
,Asia,1875,2.712,,0.045,
,Asia,1876,2.821,,0.046,
,Asia,1877,2.903,,0.048,
,Asia,1878,5.477,,0.017,
,Asia,1879,5.691,,0.018,
,Asia,1880,6.211,,0.019,
,Asia,1881,6.372,,0.02,
,Asia,1882,6.901,,0.021,
,Asia,1883,7.633,,0.023,
,Asia,1884,8.218,,0.025,
,Asia,1885,8.567,,0.025,
,Asia,1886,9.144,,0.027,
,Asia,1887,10.569,,0.031,
,Asia,1888,11.751,,0.034,
,Asia,1889,13.819,,0.036,
,Asia,1890,15.128,,0.039,
,Asia,1891,17.249,,0.044,
,Asia,1892,18.324,,0.046,
,Asia,1893,20.47,,0.051,
,Asia,1894,22.807,,0.056,
,Asia,1895,26.372,,0.065,
,Asia,1896,28.1,,0.068,
,Asia,1897,30.567,,0.074,
,Asia,1898,36.579,,0.088,
,Asia,1899,38.846,,0.048,
,Asia,1900,44.119,,0.105,
,Asia,1901,50.484,,0.119,
,Asia,1902,52.62,,0.063,
,Asia,1903,57.142,,0.068,
,Asia,1904,64.125,,0.076,
,Asia,1905,65.418,,0.076,
,Asia,1906,87.527,,0.101,
,Asia,1907,94.294,,0.108,
,Asia,1908,106.137,,0.121,
,Asia,1909,105.951,,0.118,
,Asia,1910,104.674,,0.115,
,Asia,1911,121.139,,0.131,
,Asia,1912,112.717,,0.121,
,Asia,1913,124.071,,0.132,
,Asia,1914,131.448,,0.139,
,Asia,1915,127.502,,0.134,
,Asia,1916,137.918,,0.144,
,Asia,1917,149.998,,0.158,
,Asia,1918,153.275,,0.158,
,Asia,1919,169.919,,0.174,
,Asia,1920,162.006,,0.164,
,Asia,1921,158.417,,0.159,
